IMEI,Make,Model,Colour,Year,Age,Gender
869716067412412,TOYOTA,AVANZA,GOLD / GOUD,2018.0,35.0,Male
869716067446857,KIA,PICANTO-JA,ORANGE / ORANJE,2018.0,47.0,Female
869716067487315,PEUGEOT,3008,WHITE,2018.0,30.0,Male
869716067488941,NISSAN,MAGNITE,WHITE / WIT,2023.0,44.0,Female
869716067500190,HYUNDAI,GRAND i10 1.0 MOTION,GREY,2022.0,30.0,Female
869716067520032,HYUNDAI,ELANTRA AD,BLUE,2019.0,49.0,Male
869716067533480,VOLKSWAGEN,POLO VIVO 1.4 TRENDLINE (5DR),WHITE,2020.0,45.0,Male
869716067550864,MERCEDES-BENZ,W 176,BLUE / BLOU,2015.0,54.0,Male
869716067551326,RENAULT,KANGOO VAN,WHITE / WIT,2019.0,33.0,Female
869716068373159,RENAULT,TRIBER,WHITE / WIT,2023.0,36.0,Female
869716068412932,HYUNDAI,iX35,BLACK,2010.0,43.0,Male
869716068544296,VOLKSWAGEN,CADDY,WHITE,2015.0,60.0,Male
860305051256388,GREAT WALL MOTORS,HAVAL H6 HYBRID,RED / ROOI,2022.0,66.0,Male
860305051311290,CHEVROLET,UTILITY,SILVER,2023.0,63.0,Female
860305051316943,TOYOTA,AYGO,RED,2019.0,49.0,Male
860305051326413,CHEVROLET,AVEO 1.5 LS 5Dr,WHITE,2007.0,63.0,Male
860305051328005,NISSAN,HARDBODY,WHITE,2008.0,65.0,Male
860305051334524,TOYOTA,COROLLA,BLUE / BLOU,2018.0,62.0,Male
860305051464628,VOLKSWAGEN,VW 361-16,GOLD / GOUD,2013.0,41.0,Male
860305051523241,HYUNDAI,GRAND i10 1.25 FLUID,RED,2018.0,47.0,Male
860305051544171,ISUZU,KB,WHITE / WIT,2013.0,54.0,Female
860305051565135,VOLKSWAGEN,VW 250 - POLO,SILVER / SILWER,2014.0,50.0,Male
860305052192228,NISSAN,QASHQAI,WHITE / WIT,2014.0,57.0,Male
860305054935111,NISSAN,LIVINA X-GEAR,WHITE / WIT,2009.0,69.0,Male
860305054946027,FORD,FIESTA,BLUE,2021.0,44.0,Female
860305054959665,HONDA,BR-V 1.5 COMFORT CVT,SILVER,2023.0,52.0,Female
860305054970803,HYUNDAI,VENUE,WHITE / WIT,2021.0,48.0,Female
860305055021473,TOYOTA,HILUX,WHITE / WIT,2022.0,65.0,Male
860305055026167,HYUNDAI,GRAND I10 AI3,GREY / GRYS,2022.0,48.0,Female
860305055037495,TOYOTA,URBAN CRUISER,BLUE,2021.0,33.0,Male
860305055040317,MITSUBISHI,TRITON,WHITE / WIT,2015.0,45.0,Female
860305055055232,HYUNDAI,GRAND I10 AI3,SILVER / SILWER,2021.0,48.0,Male
860305056124748,HYUNDAI,ATOS,SILVER / SILWER,2023.0,62.0,Female
860305056136353,OPEL,CORSA,SILVER / SILWER,2005.0,66.0,Female
860305056191044,HONDA,CR-V,SILVER,2014.0,68.0,Male
860305056206867,CHEVROLET,SPARK,WHITE / WIT,2014.0,46.0,Female
860305056230537,NISSAN,NP 200,WHITE,2023.0,60.0,Male
860305056246723,TOYOTA,COROLLA,BLUE,2018.0,44.0,Female
860305056247242,TOYOTA,COROLLA VERSO,BLUE,2014.0,67.0,Female
860305056250279,TOYOTA,ETIOS 1.5 Xi,WHITE / WIT,2014.0,46.0,Male
860305056261789,VOLKSWAGEN,VW 25X - POLO VIVO,BLUE / BLOU,2019.0,52.0,Female
860305056471289,VOLKSWAGEN,AMAROK 2.0 BiTDi HIGHLINE 132KW 4MOT A/T D/C P/U,WHITE,2014.0,49.0,Male
860305056501630,KIA,PICANTO-JA,BLUE / BLOU,2018.0,45.0,Male
860305056508312,NISSAN,NP 200,WHITE,2023.0,40.0,Male
860305056523063,HYUNDAI,GRAND I10 1.25 FLUID (2014 - 2018),GREY,2023.0,39.0,Female
860305056538475,NISSAN,NP300 HARDBODY,WHITE,2018.0,59.0,Male
860305056540067,HYUNDAI,GRAND I10 AI3,WHITE,2021.0,34.0,Male
860305056544978,SUZUKI,BALENO 1.5 GL A/T,WHITE,2023.0,34.0,Female
860305056708631,KIA,SELTOS GT,RED / ROOI,2023.0,50.0,Female
860305056746854,TOYOTA,COROLLA CROSS 1.8 XS CVT,GREY,2022.0,43.0,Female
860305056749593,VOLKSWAGEN,POLO VIVO,BLUE,2022.0,33.0,Female
860305056768429,HYUNDAI,ACCENT,WHITE / WIT,2015.0,56.0,Male
860305056779426,KIA,RIO,RED / ROOI,2013.0,50.0,Female
860305056827449,ISUZU,D-MAX,GREY / GRYS,2023.0,40.0,Male
860305056828868,BMW,F20 1 SERIES,WHITE / WIT,2018.0,45.0,Female
860305056842380,NISSAN,NP 200,WHITE / WIT,2018.0,50.0,Male
860305056846340,HYUNDAI,GRAND I10 AI3,GREY / GRYS,2021.0,40.0,Female
860305057005243,VOLKSWAGEN,VW 370 - GOLF,SILVER / SILWER,2020.0,34.0,Male
860305057007801,MAHINDRA,PIK UP,WHITE,2023.0,32.0,Female
860305057051262,VOLKSWAGEN,VW 250 - POLO,RED / ROOI,2013.0,63.0,Female
860305057061337,MERCEDES-BENZ,W 205,SILVER,2015.0,59.0,Female
860305057071963,NISSAN,MICRA-5DOORHATCHBACK,RED / ROOI,2014.0,48.0,Female
860305057074488,HYUNDAI,H-100,WHITE,2023.0,32.0,Male
860305057075980,VOLKSWAGEN,VW 250 - POLO,SILVER / SILWER,2010.0,33.0,Male
860305057081475,VOLKSWAGEN,POLO 1.0 TSI COMFORTLINE,SILVER,2019.0,33.0,Male
861755076743548,VOLKSWAGEN,POLO,SLIVER,2018.0,40.0,Male
861755076748125,VOLKSWAGEN,VW24X-POLO,WHITE,2009.0,55.0,Male
861755076825451,HYUNDAI,GRAND i10,MAROON,2017.0,32.0,Male
864714060543882,KIA,SELTOS GL M/T DIESEL,WHITE /  WIT,2022.0,56.0,Male
864714060573343,VOLKSWAGEN,POLO,MAROON,2023.0,40.0,Female
864714060581528,NISSAN,NP300,WHITE,2013.0,43.0,Male
864714060591485,KIA,OPTIMA,WHITE / WIT,2013.0,30.0,Male
864714060600294,SUBARU,FORESTER 2.5,GREY,2011.0,52.0,Male
864714060603876,PEUGEOT,207,SILVER,2011.0,55.0,Female
864714060609733,MERCEDES-BENZ,C220D A/T,SILVER,2020.0,53.0,Female
864714060610939,ISUZU,D-MAX,WHITE,2019.0,59.0,Male
864714060627693,VOKSWAGEN,POLO,SILVER,2021.0,53.0,Male
864714060637221,HONDA,AMAZE,Other,2022.0,33.0,Male
864714060638880,VOLKSWAGEN,VW 250 - POLO,RED,2011.0,39.0,Male
864714060659910,CHERY,TIGGO 4 PRO,GREY,2023.0,50.0,Female
864714060689859,SUZUKI,ERTIGA,SILVER,2023.0,43.0,Male
864714061746286,HYUNDAI,i20,WHITE,2024.0,31.0,Female
864714062359097,VOLKSWAGEN,POLO VIVO,BLUE,2023.0,50.0,Male
868440060001061,KIA,K2700,WHITE / WIT,2008.0,57.0,Male
868440060061131,VOLKSWAGEN,VW 240-POLO VIVO,WHITE / WIT,2014.0,54.0,Female
868440060073169,SUZUKI,ERTIGA,WHITE / WIT,2023.0,50.0,Female
868440060094942,RENAULT,DUSTER,RED/ROOI,2015.0,47.0,Male
868440060708145,SUZUKI,SWIFT 1.2 GA,SILVER,2023.0,32.0,Female
868440060716957,VOLKSWAGEN,VW 250 - POLO,BLUE,2015.0,38.0,Female
868440060723847,JEEP,WRANGLER UNLIMITED,SILVER / SILWER,2014.0,44.0,Male
868440060727244,SUZUKI,SWIFT DZIRE,GREY / GRYS,2015.0,49.0,Male
868440060740577,VOLKSWAGEN,POLO VIVO 1.4 COMFORTLINE (5DR),WHITE,2019.0,40.0,Male
868440060757068,RENAULT,TRIBER,SILVER,2023.0,42.0,Male
868440060764429,TOYOTA,AGYA,GREY,2021.0,40.0,Female
868440060774626,DATSUN,GO + 1.2 (7 SEAT),GREY,2017.0,47.0,Male
868440060780193,TOYOTA,COROLLA,WHITE / WIT,2010.0,53.0,Male
868440060802419,TOYOTA,YARIS,SILVER,2019.0,49.0,Male
868440060817193,SUZUKI,S-PRESSO,SILVER,2023.0,,
869716064070023,HINO,200 310 (FH2) 4X2 F/C,WHITE,2023.0,,
869716064084040,VOLKSWAGEN,VW 326 - TIGUAN,BEIGE,2014.0,53.0,Male
869716064103469,TOYOTA,ETIOS,CHAMPAGNE,2014.0,40.0,Male
869716064105258,BAIC,X55 1.5T DYNAMIC A/T,GREY,2023.0,45.0,Male
869716064123772,TOYOTA,YARIS,SILVER,2019.0,45.0,Female
869716064144398,HYUNDAI,i10,BLUE,2018.0,73.0,Female
869716064147037,MERCEDES- BENZ,C200,SILVER,2013.0,43.0,Male
869716064160725,MAZDA,MAZDA 2,WHITE,2012.0,47.0,Male
869716064161673,RENAULT,MEGANE,BLUE / BLOU,2020.0,29.0,Male
869716064206130,BMW,3 SERIES,WHITE,2014.0,46.0,Female
869716064222632,HYUNDAI,H-100,WHITE / WIT,2023.0,59.0,Male
869716065985468,SUZUKI,ERTIGA,WHITE,2023.0,50.0,Female
869716066099491,BMW,4 SERIES CONVERTIBLE,SILVER / SILWER,2016.0,48.0,Male
869716066116055,VOLKSWAGEN,VW 251 - POLO,WHITE,2018.0,43.0,Male
869716066163289,SUZUKI,S-PRESSO,SILVER / SILWER,2023.0,35.0,Male
869716066169294,ISUZU,D-MAX,WHITE,2021.0,53.0,Male
869716067370453,MERCEDES-BENZ,A 180 CDI AVANTGARDE A/T,SILVER /SILWER,2012.0,60.0,Male
869716067386269,HYUNDAI,BAKKIE,WHITE / WIT,2023.0,53.0,Male
869716067390154,SUZUKI,ERTIGA 1.5 GA  (2019 - 2022),SILVER,2023.0,47.0,Male
869716067394305,HONDA,CIVIC,GREY / GRYS,2016.0,60.0,Female
869716067412305,TOYOTA,HIACE,WHITE / WIT,2023.0,48.0,Male
869716067446287,FORD,ECOSPORT,RED,2018.0,42.0,Female
869716067480542,BMW,118i,BLUE,2013.0,45.0,Male
869716067525734,HYUNDAI,CRETA,GREY,2023.0,55.0,Male
869716067546011,HYUNDAI,I20 IB,WHITE,2020.0,29.0,Female
869716068334854,TOYOTA,HILUX,WHITE,2023.0,49.0,Male
869716068397406,HYUNDAI,CRETA,WHITE,2022.0,58.0,Female
869716068405670,TOYOTA,COROLLA QUEST,SILVER,2022.0,46.0,Male
869716068414516,TOYOTA CORROLA,COROLLA,SILVER,2017.0,36.0,Male
869716068487991,HYUNDAI,i10,WHITE / WIT,2014.0,58.0,Female
869716068506345,SUZUKI,DZIRE,SILVER,2019.0,55.0,Male
869716068509448,VOLKSWAGEN,VW 25X - POLO VIVO,WHITE,2023.0,37.0,Male
869716068530386,KIA,SPORTAGE MANUAL 2X4,GREY / GRYS,2009.0,57.0,Female
860305051125583,MAZDA,CX-3,BROWN,2015.0,61.0,Male
860305051137612,VOLKSWAGEN,VW 240-POLO VIVO,YELLOW,2017.0,26.0,Female
860305051149039,TOYOTA,ETIOS,WHITE,2019.0,41.0,Male
860305051170696,MERCEDES-BENZ,GLA 200 A/T,SILVER,2019.0,61.0,Female
860305051322768,VOLKSWAGEN,VW 25X - POLO VIVO,BLUE / BLOU,2023.0,32.0,Male
860305051512772,HYUNDAI,I20 1.6 (2009 - 2012),SILVER,2011.0,40.0,Male
860305054939204,SUZUKI,S-PRESSO,RED / ROOI,2021.0,37.0,Male
860305054972122,HAVAL,JOLION 1.5T LUXURY DCT,BLUE,2023.0,62.0,Female
860305055008082,ISUZU,KB,WHITE,2023.0,49.0,Male
860305055016515,TOYOTA,COROLLA CROSS,WHITE / WIT,2022.0,60.0,Female
860305055027256,RENAULT,KWID,BROWN,2019.0,61.0,Female
860305055041620,SUZUKI,ALTO,WHITE / WIT,2011.0,70.0,Female
860305056130620,HYUNDAI,ATOS,SILVER / SILWER,2021.0,61.0,Male
860305056163050,OPEL,CORSA PICK-UP,WHITE,2007.0,41.0,Male
860305056182134,RENAULT,KIGER,WHITE / WIT,2023.0,38.0,Male
860305056200241,JEEP,CHEROKEE,GREY,2015.0,65.0,Female
860305056201967,VOLKSWAGEN,POLO VIVO 1.4 COMFORTLINE (5DR),SILVER,2022.0,50.0,Female
860305056206024,VOLKSWAGEN,POLO,SILVER,2017.0,51.0,Male
860305056209911,TOYOTA,HILUX,WHITE / WIT,2022.0,45.0,Female
860305056233465,FORD,RANGER,WHITE / WIT,2013.0,48.0,Male
860305056256391,RENAULT,SANDERO,BLUE / BLOU,2020.0,37.0,Female
860305056258207,DATSUN,GO,SILVER / SILWER,2020.0,61.0,Female
860305056264940,MAZDA,CX-5,RED,2019.0,59.0,Female
860305056280656,MERCEDES-BENZ,C200,WHITE,2012.0,43.0,Male
860305056299250,HYUNDAI,TUCSON,SILVER / SILWER,2020.0,57.0,Female
860305056458112,VOLKSWAGEN,VW 240-POLO VIVO,Other,2016.0,43.0,Male
860305056477344,BMW,116i,GREY,2015.0,43.0,Male
860305056487988,TOYOTA,COROLLA,WHITE,2020.0,37.0,Male
860305056510888,TOYOTA,COROLLA,BLUE,2021.0,56.0,Male
860305056514161,HYUNDAI,ATOS,GREY / GRYS,2021.0,38.0,Female
860305056538285,GREAT WALL MOTORS,HAVAL H2 2WD,RED / ROOI,2021.0,54.0,Male
860305056572839,HYUNDAI,TUCSON 2.0 ELITE A/T,BLACK,2017.0,60.0,Male
860305056581160,SUZUKI,SWIFT,METALIC GOLD,2023.0,33.0,Male
860305056676655,TOYOTA,HILUX,WHITE / WIT,2022.0,39.0,Male
860305056680236,VOLKSWAGEN,CITIVIVO 1.4 5DR,Other,2017.0,58.0,Male
860305056726823,FORD,RANGER 2.2TDCi P/U D/C,WHITE,2016.0,67.0,Male
860305056739271,TOYOTA,TAZZ,Other,2005.0,69.0,Female
860305056785621,TOYOTA,STARLET,WHITE,2023.0,38.0,Female
860305056802699,TOYOTA,HILUX D4D,WHITE,2005.0,62.0,Male
860305056806070,BAIC,BEIJING X55 1.5T DYNAMIC A/T,GREY,2023.0,32.0,Female
860305056832100,HONDA,BRIO,GREY / GRYS,2017.0,35.0,Female
860305056997671,FORD,FIGO,WHITE / WIT,2019.0,52.0,Male
860305057004907,NISSAN,X-TRAIL,BLUE / BLOU,2018.0,60.0,Male
860305057014625,SUZUKI,ERTIGA 1.5 GA,WHITE,2023.0,38.0,Female
860305057031546,TATA,INDICA PETROL,WHITE / WIT,2015.0,53.0,Male
860305057072797,LAND ROVER,RANGE ROVER SPORT (TYPE LS),WHITE,2011.0,53.0,Male
860305057081087,TOYOTA,STARLET,GREY / GRYS,2022.0,56.0,Male
863406070739128,NISSAN,NP200 1.6  A/C SAFETY PACK P/U,WHITE,2019.0,54.0,Female
864714060533156,TOYOTA,FORTUNER,WHITE,2010.0,31.0,Male
864714060677391,BMW,X5,GRAY / GRYS,2017.0,58.0,Male
864714061766839,TOYOTA CORROLA,COROLLA,WHITE,2009.0,52.0,Male
864714062360368,CHEVROLET,SPARK,WHITE,2015.0,49.0,Female
868440060064192,TOYOTA,COROLLA,SILVER,2019.0,41.0,Male
868440060118170,SUZUKI,SWIFT,WHITE,2022.0,34.0,Female
868440060698650,RENAULT,CAPTUR,BLUE / BLOU,2016.0,55.0,Female
868440060719084,CHEVROLET,UTILITY,WHITE / WIT,2013.0,43.0,Male
868440060756516,TOYOTA,HILUX 2.4 GD-6 R/B RAIDER A/T P/U D/C  (2020 - 2021),WHITE,2022.0,40.0,Male
868440060763694,HYUNDAI,GRAND i10 1.0 FLUID,RED,2023.0,40.0,Male
868440060767455,NISSAN,NP 200,WHITE / WIT,2021.0,35.0,Female
868440060790960,VOLKSWAGEN,POLO 1.6,WHITE,2022.0,46.0,Female
868440060793493,SUZUKI,ERTIGA 1.4 GA,WHITE,2015.0,54.0,Female
868440060806022,NISSAN,X-TRAIL,WHITE,2020.0,47.0,Male
868440060808176,HONDA,BRIO,WHITE,2015.0,29.0,Male
868440060818852,SUZUKI,CIAZ 1.5 GLX A/T,GREY,2020.0,59.0,Female
868440060864310,NISSAN,NP300 HARDBODY,WHITE / WIT,2018.0,52.0,Female
868440060871133,AUDI,A3 1.4T FSI SE STRONIC,SILVER,2015.0,46.0,Female
869716064063879,VOLKSWAGEN,VW - 12X - UP!,WHITE,2019.0,53.0,Male
869716064094031,HONDA,BRIO MOBILIO,WHITE / WIT,2015.0,43.0,Male
869716064129373,BMW,1 SERIES,WHITE,2013.0,63.0,Female
869716064159420,TOYOTA,STARLET,SILVER / SILWER,2020.0,51.0,Female
869716064166334,MERCEDES-BENZ,GLA 200,WHITE,2022.0,65.0,Male
869716064182224,VOLKSWAGEN,POLO 1.0 TSI TRENDLINE,UNKNOWN,2021.0,47.0,Female
869716064199301,VOLKSWAGEN,VW 241-POLO VIVO,WHITE,2023.0,,
869716064204077,VOLKSWAGEN,VW 357-CADDY DEL,WHITE / WIT,2013.0,42.0,Male
869716064210520,GREAT WALL MOTORS,HAVAL H2 JOLION,GREEN / GROEN,2023.0,53.0,Male
869716065984107,CHERY,TIGGO 4 PRO 1.5  URBAN,RED,2023.0,43.0,Female
869716066006439,KIA,PICANTO 1.0 A/T (2011 - 2016),WHITE,2020.0,42.0,Female
869716066017741,HYUNDAI,GRAND i10 1.0 MOTION,SILVER,2018.0,29.0,Male
869716066063711,VOLKSWAGEN,VW 25X - POLO VIVO,WHITE,2023.0,41.0,Male
869716066094880,FORD,FIGO,RED,2019.0,31.0,Female
869716066116808,GREAT WALL MOTORS,P SERIES,WHITE,2023.0,,
869716066146714,MERCEDES-BENZ,V250D,WHITE,2020.0,47.0,Male
869716066150948,TOYOTA,HILLUX,WHITE,2022.0,51.0,Male
869716066155566,VOLKSWAGEN,VW 240-POLO VIVO,WHITE / WIT,2014.0,48.0,Male
869716066185225,NISSAN,NP300 HARDBODY,WHITE,2023.0,,
869716067368598,TOYOTA,VITZ,GREY,2022.0,51.0,Female
869716067370321,VOLKSWAGEN,VW 216 - T-CROSS,WHITE,2023.0,30.0,Female
869716067378548,RENAULT,SANDERO,SILVER,2019.0,59.0,Female
869716067408428,HONDA,AMAZE,WHITE,2019.0,48.0,Male
869716067437112,KIA,RIO,GREY / GRYS,2015.0,57.0,Female
869716067453804,RENAULT,DUSTER,GREY / GRYS,2019.0,60.0,Male
869716067469719,VOLKSWAGEN,POLO 1.6,SILVER,2019.0,,
869716067475617,VOLKSWAGEN,VW 216 T-CROSS,GREY / GRYS,2023.0,46.0,Female
869716067481094,TOYOTA,STARLET NEW GEN,BLUE,2023.0,47.0,Female
869716067485269,SUZUKI,S-PRESSO,WHITE / WIT,2020.0,36.0,Female
869716067490657,MERCEDES-BENZ,C250 AVANTGARDE A/T,WHITE,2015.0,43.0,Female
869716067500695,OPEL,CORSA,WHITE,2010.0,49.0,Female
869716067550716,MERCEDES-BENZ,W204,Other,2012.0,53.0,Male
869716068390195,TOYOTA,QUANTAM 2010 15 SEATER,WHITE /,2015.0,56.0,Male
869716068458216,VOLKSWAGEN,POLO,GREY,2015.0,35.0,Male
869716068461152,HYUNDAI,i30 1.6 GLS/PREMIUM,RED,2014.0,39.0,Female
869716068462432,HYUNDAI,SANTA-FE 2WD 7S,WHITE / WIT,2020.0,62.0,Male
869716068467118,DATSUN,GO,WHITE / WIT,2019.0,33.0,Female
869716068471235,TOYOTA,QUANTAM 2010 15 SEATER,WHITE /,2015.0,56.0,Male
869716068480392,MERCEDES- BENZ,C200,WHITE,2014.0,64.0,Female
869716068490284,TOYOTA,HILUX,WHITE,2017.0,48.0,Male
869716068495549,ISUZU,KB,SILVER / SILWER,2015.0,37.0,Female
869716068564179,HYUNDAI,GRAND i10,GREY,2014.0,42.0,Male
860305051167445,HYUNDAI,ATOS,SILVER / SILWER,2019.0,43.0,Female
860305051268284,AUDI,A4,WHITE,2018.0,45.0,Male
860305051301069,TOYOTA,HiluxDC 2.4GD6 4X4 RAI 6MT,WHITE,2022.0,44.0,Male
860305051312553,AUDI,AU 37X-A3,GREY / GRYS,2018.0,52.0,Female
860305051458265,FORD,RANGER,GREY / GRYS,2016.0,50.0,Male
860305054933330,VOLKSWAGEN,VW 27X - POLO,BLUE,2019.0,44.0,Female
860305054945110,HYUNDAI,i20,RED / ROOI,2021.0,44.0,Female
860305054947017,TOYOTA,HILUX,WHITE / WIT,2022.0,44.0,Male
860305054947058,FORD,RANGER,SILVER / SILWER,2014.0,46.0,Female
860305055022000,KIA,PICANTO 1.0 STREET,UNKNOWN,2022.0,33.0,Female
860305055025409,BMW,M2,BLACK,2018.0,,
860305055025904,SUZUKI,SWIFT 1.2 GA (2014 - 2018),GRAY / GRYS,2023.0,32.0,Female
860305055040192,VOLKSWAGEN,POLO,WHITE,2019.0,27.0,Female
860305056130885,VOLKSWAGEN,POLO 2.0 GTI DSG (147KW),WHITE,2020.0,33.0,Male
860305056140264,MAHINDRA,PIK UP,Other,2018.0,37.0,Male
860305056161088,TOYOTA,FORTUNER 3.0D-4 4X2,SILVER,2010.0,62.0,Male
860305056173463,TOYOTA,COROLLA QUEST 1.6,WHITE,2021.0,64.0,Male
860305056187471,VOLKSWAGEN,VW 27X - POLO,WHITE / WIT,2021.0,43.0,Male
860305056204466,VOLKSWAGEN,GOLF VI 2.0 TSI R DSG,BLUE,2011.0,36.0,Male
860305056206255,HAVAL,JOLION,RED,2023.0,44.0,Male
860305056240403,SUZUKI,BALENO,Other,2023.0,51.0,Female
860305056247457,RENAULT,CLIO IV,BLUE / BLOU,2015.0,48.0,Female
860305056276829,VOLKSWAGEN,VW 27X - POLO,gray,2020.0,31.0,Male
860305056287230,VOLKSWAGEN,VW 361-16,WHITE / WIT,2015.0,59.0,Female
860305056294608,SUZUKI,S-PRESSO,WHITE / WIT,2021.0,70.0,Female
860305056294780,AUDI,AU 35X-TT ROADSTER,SILVER / SILWER,2010.0,59.0,Male
860305056480108,VOLKSWAGEN,VW 25X - POLO VIVO,SILVER / SILWER,2019.0,33.0,Male
860305056485685,FORD,RANGER,WHITE,2017.0,43.0,Female
860305056524236,TOYOTA,HILUX,GREY / GRYS,2015.0,52.0,Male
860305056544713,HYUNDAI,GRAND i10,SILVER,2023.0,32.0,Male
860305056582358,NISSAN,NP 200,Other,2020.0,62.0,Male
860305056583349,RENAULT,KWID,GREEN,2022.0,42.0,Male
860305056688791,FORD,FIGO 1.4 AMBIENTE (2010 - 2018),SILVER,2011.0,42.0,Female
860305056690565,MERCEDES-BENZ,C 117,WHITE / WIT,2018.0,43.0,Male
860305056737002,HYUNDAI,GRAND I10 BA,WHITE / WIT,2018.0,46.0,Male
860305056741772,LAND ROVER,FREELANDER,WHITE,2011.0,53.0,Female
860305056745617,HYUNDAI,i20,SILVER,2009.0,40.0,Female
860305056763263,HYUNDAI,GRAND CRETA 2.0 EXECUTIVE A/T,WHITE,2023.0,63.0,Female
860305056780887,MAHINDRA,PIK UP 2.2 MHAWK S4 P/U S/C,WHITE,2023.0,45.0,Male
860305056862453,TOYOTA,HILUX,WHITE / WIT,2008.0,57.0,Male
860305056989132,HYUNDAI,GRAND I10 AI3,BLACK / SWART,2023.0,66.0,Female
860305056989173,TOYOTA,HILUX,RED / ROOI,2022.0,57.0,Female
860305056994645,OPEL,MOKKA,WHITE / WIT,2015.0,45.0,Male
860305056995279,SUZUKI,ERTIGA,WHITE / WIT,2023.0,53.0,Female
860305057005730,KIA,PICANTO 1.0 START,GREY,2023.0,59.0,Female
860305057010839,HYUNDAI,TUCSON,BLUE,2023.0,58.0,Male
860305057019319,NISSAN,NP200,WHITE,2017.0,57.0,Male
860305057049126,FORD,EVEREST 3.0 TDCi XLT,BROWN,2013.0,54.0,Male
860305057050868,TOYOTA,HILUX,WHITE,2007.0,60.0,Female
860305057059299,VOLKSWAGEN,VW 25X - POLO VIVO,SILVER / SILWER,2022.0,35.0,Female
860305057068969,NISSAN,NP 200,WHITE / WIT,2023.0,53.0,Male
864714060591113,VOLKSWAGEN,VW - 12X - UP!,RED / ROOI,2017.0,59.0,Male
864714060592731,VOLKSWAGEN,VW24X-POLO,BLUE,2006.0,63.0,Male
864714060614923,TOYOTA,HILUX 2.4 GD A/C P/U S/C,WHITE,2017.0,37.0,Male
864714060618445,HYUNDAI,GRAND i10,WHITE,2023.0,,
864714060631489,VOLKSWAGEN,VW 27X - POLO,WHITE / WIT,2018.0,34.0,Female
864714060636876,NISSAN,QASHQAI,GOLD,2013.0,67.0,Female
864714060650133,TOYOTA,ETIOS,RED,2013.0,70.0,Female
864714060657310,HYUNDAI,TUCSON,WHITE,2007.0,46.0,Female
864714060679751,TOYOTA,RUMION,BEIGE,2022.0,39.0,Female
864714060723674,TOYOTA,ETIOS,WHITE,2016.0,50.0,Male
864714062283974,TOYOTA,YARIS,RED,2018.0,38.0,Male
864714062357307,TOYOTA,ETIOS,RED,2014.0,33.0,Male
868440060015590,GEELY,LC 1.3 CROSS GL,SILVER / SILWER,2012.0,64.0,Male
868440060020137,VOLVO,V40,WHITE,2016.0,32.0,Male
868440060032850,ISUZU,KB 250D LEED FLEETSIDE P/U S/C,GREY,2018.0,57.0,Male
868440060047726,TOYOTA,STARLET,WHITE,2021.0,30.0,Female
868440060067773,VOLKSWAGEN,VW 216 T-CROSS,SILVER / SILWER,2022.0,59.0,Female
868440060070348,FORD,FIESTA,WHITE,2015.0,66.0,Male
868440060072419,RENAULT,Capture,CREAM,2019.0,64.0,Male
868440060090221,SUZUKI,ERTIGA,SILVER / SILWER,2022.0,57.0,Female
868440060099032,FORD,FIGO,WHITE / WIT,2016.0,43.0,Female
868440060710190,NISSAN,NV350,WHITE,2023.0,,
868440060739058,TOYOTA,Agya AT (with audio),RED,2022.0,42.0,Female
868440060766275,HYUNDAI,GRAND I10 BA,BLUE,2018.0,,
868440060783247,RENAULT,SANDERO,BLUE,2019.0,51.0,Male
868440060801130,TOYOTA,COROLLA VERSO,WHITE / WIT,2012.0,51.0,Female
868440060803003,RENAULT,KIGER 1.0 TURBO INTER,WHITE,2023.0,29.0,Male
868440060837332,HYUNDAI,iX35,GREY,2013.0,49.0,Male
868440060840781,VOLKSWAGEN,POLO VIVO 1.4 TRENDLINE (5DR),SILVER,2021.0,40.0,Female
868440060856324,VOLKSWAGEN,VW 27X - POLO,ORANGE / ORANJE,2019.0,38.0,Male
869716064044697,FORD,RANGER,WHITE,2023.0,36.0,Male
869716064047682,VOLKSWAGEN,VW 240-POLO VIVO,RED,2014.0,54.0,Male
869716064067888,HYUNDAI,H100 2.6D F/C D/S,WHITE,2023.0,40.0,Male
869716064070486,MAHINDRA,SCORPIO SC,WHITE / WIT,2007.0,62.0,Male
869716064078745,BMW,2 SERIES,RED / ROOI,2017.0,31.0,Male
869716064085054,FORD,FOCUS,WHITE,2010.0,53.0,Female
869716064097836,VOLKSWAGEN,VW 240-POLO VIVO,WHITE,2016.0,36.0,Male
869716064099428,SUZUKI,SWIFT,Other,2022.0,34.0,Female
869716064159891,SUZUKI,S-PRESSO,WHITE / WIT,2023.0,51.0,Female
869716064181044,KIA,RIO - YB PE,SILVER,2023.0,40.0,Female
869716064206189,RENAULT,SANDERO 900 T DYNAMIQUE,RED,2018.0,60.0,Male
869716064219711,FORD,FIGO,SILVER / SILWER,2010.0,45.0,Male
869716066025751,VOLVO,S40,SILVER / SILWER,2010.0,53.0,Male
869716066030629,HYUNDAI,i10,WHITE,2013.0,53.0,Male
869716066033474,SUZUKI,DZIRE 1.2 GL,RED,2023.0,37.0,Female
869716066033532,TOYOTA,ETIOS,WHITE,2017.0,46.0,Female
869716066052557,VOLKSWAGEN,VN 750 - CARAVELLE,SILVER,2008.0,63.0,Male
869716066090151,JEEP,COMPASS,GREY,2023.0,30.0,Female
869716066106528,KIA,RIO,WHITE / WIT,2016.0,41.0,Male
869716066119240,HONDA,ACCORD,BLUE,2009.0,68.0,Female
